ExternalId,DocumentId,Segment ID,Name,Usage,Length,Start At,Description
171,7,35,HEURE,O,8,31,Time
172,7,36,TYPETRANSP,O,2,20,Transportation Method/Type Code
173,7,36,SCAC,O,4,22,Standard Carrier Alpha Code
174,7,36,DESCTRANSP,O,35,26,Routing
175,7,36,TYPETRANSPREF,O,3,61,Reference Identification Qualifier
176,7,36,TRANSPREF,O,30,64,Reference Identification
177,7,37,TYPENOM,O,3,20,Entity Identifier Code
178,7,37,NOM,O,60,23,Name
179,7,37,TYPECODEIDNOM,O,3,83,Identification Code Qualifier
180,7,37,CODEIDNOM,O,50,86,Identification Code
181,7,38,ADRESSE,O,55,20,Address Information
182,7,39,VILLE,O,30,20,City Name
183,7,39,ETAT / PROVINCE,O,2,50,State or Province Code
184,7,39,CODEPOSTAL,O,15,52,Postal Code
185,7,39,CODEPAYS,O,3,67,Country Code
186,7,39,DESCRIPTIONPAYS,O,25,70,Location Identifier
187,7,40,TYPEALLOCATIONCHARGE,O,1,20,Allowance or Charge Indicator
188,7,40,CODEALLOCATIONCHARGE,O,4,21,"Service, Promotion, Allowance, or Charge Code"
189,7,40,MONTANTCHARGEALLOCATION,O,15,25,Amount
190,7,40,POURCENTALLOCATIONCHARGE,O,6,40,Percent
191,7,40,TAUXALLOCATIONCHARGE,O,9,46,Rate
192,7,40,QUANTITETAUX,O,15,55,Quantity
193,7,40,UNITEMESUREQTETAUX,O,2,70,Unit or Basis for Measurement Code
194,7,40,METHODEMAN,O,2,72,Allowance or Charge Method of Handling Code
195,7,40,DESCRIPTIONALLOCATIONCHARGE,O,80,74,Description
196,7,40,QUALIFIERPOURCENTAGE,O,1,154,Allowance/Charge Percent Qualifier
197,7,40,CODEREFERENCE,O,30,155,Reference Identification
198,7,40,CODEOPTION,O,20,185,Option Number
199,7,40,NUMEROALLOCATIONCHARGE,O,16,205,Allowance or Charge Number
200,7,40,NUMEROEXCEPTION,O,16,221,Exception Number
201,7,40,POURCENTBASEDOLLAR,O,9,237,Dollar Basis For Percent
202,7,41,TYPETAXE,O,2,20,Tax Type Code
203,7,41,MONTANTTAXE,O,18,22,Monetary Amount
204,7,41,POURCENTAGETAXE,O,10,40,Percent
205,7,41,CODEJURITAXE,O,10,10,Tax Jurisdiction Code
206,7,42,CODE_RELATION,O,1,20,Relationship Code
207,7,42,QTE_TOTALE,O,15,21,Quantity
208,7,42,UOFM,O,2,36,Unit or Basis for Measurement Code
209,7,43,TYPE_CODE_PRODUIT,O,2,20,Product/Service ID Qualifier
210,7,43,CODE_PRODUIT,O,48,22,Product/Service ID
211,7,44,TYPEALLOCATIONCHARGE,O,1,20,Allowance or Charge Indicator
212,7,44,CODEALLOCATIONCHARGE,O,4,21,"Service, Promotion, Allowance, or Charge Code"
213,7,44,MONTANTCHARGEALLOCATION,O,15,25,Amount
214,7,44,POURCENTALLOCATIONCHARGE,O,6,40,Percent
215,7,44,TAUXALLOCATIONCHARGE,O,9,46,Rate
216,7,44,QUANTITETAUX,O,15,55,Quantity
217,7,44,UNITEMESUREQTETAUX,O,2,70,Unit or Basis for Measurement Code
218,7,44,METHODEMAN,O,2,72,Allowance or Charge Method of Handling Code
219,7,44,DESCRIPTIONALLOCATIONCHARGE,O,80,74,Description
220,7,44,QUALIFIERPOURCENTAGE,O,1,154,Allowance/Charge Percent Qualifier
221,7,44,CODEREFERENCE,O,30,155,Reference Identification
222,7,44,CODEOPTION,O,20,185,Option Number
223,7,44,NUMEROALLOCATIONCHARGE,O,16,205,Allowance or Charge Number
224,7,44,NUMEROEXCEPTION,O,16,221,Exception Number
225,7,44,POURCENTBASEDOLLAR,O,9,237,Dollar Basis For Percent
226,7,45,TYPETAXE,O,2,20,Tax Type Code
227,7,45,MONTANTTAXE,O,18,22,Monetary Amount
228,7,45,POURCENTAGETAXE,O,10,40,Percent
229,7,45,CODEJURITAXE,O,10,50,Tax Jurisdiction Code
