ExternalId,DocumentId,Segment ID,Name,Usage,Length,Start At,Description
49,6,6,TRANSPORTTERMEQUALIFIER2,O,3,104,
50,6,6,LOCATIONQUALIFIER,O,2,107,
51,6,6,DESCRIPTIONLOCATION2,O,80,109,
52,6,7,TYPEDATE,M,3,18,
53,6,7,DATE,M,8,21,
54,6,7,HEURE,O,8,29,
55,6,8,CODEROUTING,O,2,18,
56,6,8,TYPEIDENTITE,O,2,20,
57,6,8,CODEIDENTIFICATION,O,80,22,
58,6,8,NOMTRANSPORTEUR,O,35,102,
59,6,8,METHODTRANSPORT,O,2,137,
60,6,8,CODENIVEAUSERVICE1,O,2,139,
61,6,8,CODENIVEAUSERVICE2,O,2,141,
62,6,8,CODESTATUTSHIPMENT,O,2,143,
63,6,9,CODE_RESTRICTION,O,2,18,
64,6,9,DESCRIPTION,O,80,20,
65,6,9,CODE_QUANTITE,O,2,100,
66,6,9,QUANTITE,O,15,103,
67,6,9,TYPE_MONTANT,O,3,117,
68,6,9,MONTANT,O,15,120,
69,6,10,MONTANTTOTAL,M,18,18,
70,6,11,CODECONTACT,M,2,18,
71,6,11,NOMCONTACT,O,60,20,
72,6,12,CODECOMMUNICATION,M,2,18,
73,6,12,NOCOMMUNICATION,M,80,20,
74,6,13,TYPEREFERENCE,M,3,18,
75,6,13,REFERENCE,O,30,21,
76,6,13,DESCRIPTION,O,45,31,
77,6,14,MESSAGES,M,264,18,
78,6,15,TYPENOM,M,3,18,
79,6,15,NOM,O,60,21,
80,6,15,TYPECODEIDNOM,O,2,81,
81,6,15,CODEIDNOM,O,80,83,
82,6,16,NOM,M,60,18,
83,6,17,ADRESSE,M,55,18,
84,6,18,VILLE,O,30,18,
85,6,18,STATE/PROVINCE,O,2,48,
86,6,18,CODEPOSTAL,O,15,50,
87,6,18,CODEPAYS,O,3,65,
88,6,18,DESCRIPTIONPAYS,O,25,68,
89,6,19,TYPEREFERENCE,M,3,18,
90,6,19,REFERENCE,O,30,21,
91,6,19,DESCRIPTION,O,80,51,
92,6,20,CONTACT_FONC_CODE,M,2,18,
93,6,20,NOM_CONTACT,O,60,20,
94,6,21,NO_COM_QUAL,O,2,18,
95,6,21,NO_COMMUNICATION,O,80,20,
96,6,22,QUANTITETOTALE,O,15,18,
97,6,22,UOFM,O,2,33,
98,6,22,PRIXVENTE,O,17,35,
99,6,22,UOFMPRIX,O,2,52,
100,6,22,IDENTIFICATIONASSIGNER,O,20,54,
101,6,23,TYPECODEPRODUIT,O,2,18,
102,6,23,CODEPRODUIT,O,48,20,
103,6,24,CODERAISONCHANGE,M,2,18,
104,6,24,PRIXUNITAIRE,O,17,20,
105,6,24,UOFM_PRIXUNITAIRE,O,2,37,
106,6,24,QUANTITE,M,15,39,
107,6,24,UOFM_QUANTITE,M,2,54,
108,6,25,TYPEMESURE,O,3,18,
109,6,25,MESURE,O,20,21,
110,6,25,UOFM_MESURE,O,2,41,
111,6,26,MAGASIN,M,80,18,
112,6,26,TYPE_CODE_MAGASIN,O,2,98,
113,6,26,QTE_DESTINATION,M,15,100,
114,6,26,UOFM_DESTINATION,M,2,115,
115,6,27,TYPEDATE,M,3,18,
116,6,27,DATE,O,8,21,
117,6,27,HEURE,O,8,29,
118,6,28,CODE_PRIX,O,3,18,
119,6,28,PRIX,O,17,21,
120,6,28,UOFM,O,2,38,
121,6,28,CONDITION,O,10,40,
122,6,28,MULTIPLICATEUR_PRIX,O,10,50,
123,6,28,CODE_TYPE_COMMERCE,O,3,52,
124,6,29,PACK,O,6,18,
125,6,29,INNERPACK,O,6,24,
126,6,29,FORMAT,O,8,30,
127,6,29,UOFM_FORMAT,O,2,38,
128,6,29,CODEPAQUET,O,5,40,
129,6,29,POIDSPAQUET,O,9,45,
130,6,29,UOFMPOIDSPAQUET,O,2,54,
131,6,30,TYPE,M,1,18,
132,6,30,CODE,M,4,19,
133,6,30,QUALIFIER_AGENCE,O,2,23,
134,6,30,CODE_AGENCE,O,10,25,
135,6,30,MONTANT,O,15,35,
136,6,30,QUALIFIERPOURCENTAGE,O,1,50,
137,6,30,POURCENTAGE,O,6,51,
138,6,30,TAUX,O,9,57,
139,6,30,CODE_MANIPULATION,O,2,66,
140,6,30,IDENTITE_REFERENCE,O,30,68,
141,6,30,DESCRIPTION,O,80,98,
142,6,30,QUANTITE,O,15,178,
143,6,30,UOFM_QUANTITE,O,2,193,
144,6,31,TYPETAXE,M,2,18,
145,6,31,MONTANTTAXE,M,18,20,
146,6,31,POURCENTAGETAXE,M,10,38,
147,6,31,CODEJURITAXE,O,10,48,
148,6,32,DESCRIPTIONITEM,O,80,18,
149,6,32,CODECARACTPRODUIT,O,3,98,
150,6,33,QUANTITE,M,15,18,
151,6,33,UOFM,M,2,33,
152,6,33,TYPEDATE,M,3,35,
153,6,33,DATE,M,8,38,
154,6,33,TYPEDATE2,O,3,46,
155,6,33,DATE2,O,8,49,
156,6,33,SCHEDULEIDENTIFICATION,O,20,57,
157,6,34,CODEMONTANT,M,3,18,
158,6,34,MONTANT,M,18,21,
159,6,35,TYPEREFERENCE,M,3,18,
160,6,35,REFERENCE,M,30,21,
161,6,36,ITEM_STATUT,M,2,18,
162,6,36,TYPEDATE,O,3,20,
163,6,36,DATE,O,8,23,
164,6,36,QUANTITE,O,15,31,
165,6,36,UOFM_QUANTITE,O,2,46,
166,6,36,CODE_AGENCEITEM,O,2,48,
167,6,36,NOTUSED,O,2,50,
168,6,36,REFERENCEREQUETE,O,45,52,
169,6,36,CODEINDUSTRIE,O,30,97,
170,6,36,REASONITEM_STATUS,O,4,127,
171,6,37,TYPECODEPRODUIT,M,2,18,
172,6,37,CODEPRODUIT,M,48,20,
173,6,38,TYPEDATE,M,3,18,
174,6,38,DATE,M,8,21,
175,6,39,TYPEREFERENCE,M,3,18,
176,6,39,REFERENCE,O,30,21,
177,6,40,MESSAGE,M,264,18,
178,6,41,TYPENOM,M,3,18,
179,6,41,NOM,O,60,21,
180,6,41,TYPECODEIDENT,O,2,81,
181,6,41,CODEIDENTIFICATION,O,17,83,
182,6,42,ADRESSE,M,55,18,
183,6,43,VILLE,O,30,18,
184,6,43,PROVINCE,O,2,48,
185,6,43,CODEPOSTAL,O,15,50,
186,6,43,CODEPAYS,O,3,65,
187,6,43,DESCRIPTIONPAYS,O,25,68,
188,6,44,CODERELATION,M,1,18,
189,6,44,QTETOTALE,O,15,19,
190,6,44,UOFM,O,2,34,
191,6,44,NUMEROLIGNE,O,20,36,
192,6,45,TYPECODEPRODUIT,O,2,18,
193,6,45,CODEPRODUIT,O,48,20,
