No,DocumentId,SegmentID,Name,Usage,Length,StartAt,Description,ElementId
133,1,23,REF_NUMBER,C,30,32,,133
134,1,23,REF_DESCRIPTION,C,45,62,,134
135,1,24,MESSAGE,C,264,18,,135
136,1,24,MESSAGETYPE,C,14,282,,136
137,1,25,TYPEMONTANT,M,14,18,,137
138,1,25,MONTANT,C,18,32,,138
139,1,26,TYPE_REFERENCE,M,14,18,,139
140,1,26,REFERENCE,C,30,32,,140
141,1,26,DESCRIPTION,C,80,62,,141
142,1,27,TYPE_NOM,M,14,18,,142
143,1,27,NOM,C,60,32,,143
144,1,27,TYPE_CODEIDNOM,C,13,92,,144
145,1,27,CODE_IDNOM,C,80,105,,145
146,1,27,TYPE_SHIPTO,O,14,185,,146
147,1,28,NOM_SUPP,C,60,18,,147
148,1,29,ADRESSE,C,55,18,,148
149,1,30,VILLE,C,20,18,,149
150,1,30,PROVINCE,C,2,48,,150
151,1,30,CODE_POSTAL,C,15,50,,151
152,1,30,CODE_PAYS,C,3,65,,152
153,1,30,DESCRIPTION_PAYS,C,25,68,,153
154,1,31,TYPE_REFERENCE,M,14,18,,154
155,1,31,REFERENCE,C,30,32,,155
156,1,31,DESCRIPTION,C,80,62,,156
157,1,32,METHODE_PAIEMENT,C,13,18,,157
158,1,32,LOC_QUAL_RESP_TRANSPORT,C,13,31,,158
159,1,32,DESCRIPTION_RESP_TRANSPORT,C,80,44,,159
160,1,32,TRANSPORTTERMEQUALIFIER,C,13,124,,160
161,1,33,TYPE_IDENTITE,C,13,18,,161
162,1,33,IDENTITE,C,80,31,,162
163,1,33,ROUTING,C,35,111,,163
164,1,33,METHODE_TRANSPORT,C,13,146,,164
165,1,33,STATUTCOMMANDE,C,13,159,,165
166,1,33,NIVEAUSERVICE,C,13,172,,166
167,1,33,TYPELOCATION,C,13,185,,167
168,1,34,TYPEDESCRIPTION,C,12,18,,168
169,1,34,CODEEMBALLAGE,C,16,30,,169
170,1,34,CODEAGENCE,C,13,46,,170
171,1,34,CODEPACKDESC,C,18,59,,171
172,1,34,DESCRIPTIONPAQUET,C,80,77,,172
173,1,35,CONTACT_FONC_CODE,C,13,18,,173
174,1,35,NOM_CONTACT,C,60,31,,174
175,1,36,NO_COM_QUAL,C,13,18,,175
176,1,36,NO_COMMUNICATION,C,80,31,,176
177,1,37,QTE_TOTALE,C,15,18,,177
178,1,37,UOFM,C,13,33,,178
179,1,37,PRIX_VENTE,C,17,46,,179
180,1,37,UOFM_PRIX,C,13,63,,180
181,1,37,MONTANT_TOTAL_ITEM,C,18,76,,181
182,1,37,NUMERO_LIGNE_ITEM,C,6,94,,182
183,1,37,DEVISE,M,14,100,,183
184,1,37,CODEVENTE,C,13,114,,184
185,1,38,TYPE_CODE_PRODUIT,C,13,18,,185
186,1,38,CODE_PRODUIT,C,48,31,,186
187,1,39,CODE_RAISON_CHANGEMENT,C,13,18,,187
188,1,39,DATE,C,8,31,,188
189,1,39,QUALIFIANT_PRIX,C,14,39,,189
190,1,39,PRIX_UNITAIRE,C,14,53,,190
191,1,39,TYPE_UNITE_PRIX,C,13,67,,191
192,1,39,QUANTITE,C,10,80,,192
193,1,39,UOFM_QUANTITE,C,13,90,,193
194,1,39,DESCRIPTION,C,80,103,,194
195,1,40,DESCRIPTION_ITEM,C,80,18,,195
196,1,40,CODECARACTERISTIQUE,C,14,98,,196
197,1,40,CODEDESCRIPTIONPRODUIT,C,12,112,,197
198,1,41,TYPEMESURE,C,14,18,,198
199,1,41,MESURE,O,20,32,,199
200,1,41,UOFM_MESURE,C,13,52,,200
201,1,41,FOURCHETTEMINIMALE,O,18,65,,201
202,1,41,CODESIGNMESURE,O,13,83,,202
203,1,42,PACK,C,6,18,,203
204,1,42,INNERPACK,C,6,24,,204
205,1,42,FORMAT,C,8,30,,205
206,1,42,UOFM_FORMAT,C,13,38,,206
207,1,42,CODEPAQUET,C,5,51,,207
208,1,42,POIDSPAQUET,C,9,56,,208
209,1,42,UOFM_POIDSPAQUET,C,13,65,,209
210,1,42,TYPEPOIDSPAQUET,C,13,78,,210
211,1,42,VOLUMEUNITAIRE,C,9,91,,211
212,1,42,UOFMVOLUME,C,13,100,,212
213,1,42,LONGUEUR,C,8,113,,213
214,1,42,LARGUEUR,C,8,121,,214
215,1,42,HAUTEUR,C,8,129,,215
216,1,42,UOFM_DIMENSIONS,C,13,137,,216
217,1,42,ASSIGNEDID,C,20,150,,217
218,1,43,TYPE,C,12,18,,218
219,1,43,CODE,C,15,30,,219
220,1,43,QUALIFIER_AGENCE,C,2,45,,220
221,1,43,CODE_AGENCE,C,10,47,,221
222,1,43,MONTANT,C,15,57,,222
223,1,43,QUALIFIER_POURCENTAGE,C,1,72,,223
224,1,43,POURCENTAGE,C,6,73,,224
225,1,43,TAUX,C,9,79,,225
226,1,43,CODE_MANIPULATION,C,13,88,,226
227,1,43,IDENTITE_REFERENCE,C,30,101,,227
228,1,43,DESCRIPTION,C,80,131,,228
229,1,43,QUANTITE,C,15,211,,229
230,1,43,UOFM_QUANTITE,C,13,226,,230
231,1,43,QUALIFIER_POURCENTAGE2,C,12,239,,231
232,1,43,NUMEROOPTION,C,20,251,,232
233,1,44,CODE_PRIX,C,14,18,,233
234,1,44,PRIX,C,17,32,,234
235,1,44,UOFM_PRIX,C,13,49,,235
236,1,44,CONDITION,C,10,62,,236
237,1,44,MULTIPLICATEUR_PRIX,C,2,72,,237
238,1,44,CODE_TYPE_COMMERCE,C,13,74,,238
239,1,44,QUANTITEPRIX,C,15,87,,239
240,1,44,UOFM_QTEPRIX,C,13,102,,240
241,1,45,TYPEMAN,M,13,18,,241
242,1,45,MARKSANDNUMBER,C,48,31,,242
243,1,46,TYPETAXE,M,13,18,,243
244,1,46,MONTANTTAXE,C,18,31,,244
245,1,46,POURCENTAGETAXE,O,10,49,,245
246,1,46,IDENTIFICATION,C,20,59,,246
247,1,47,QUANTITE,C,15,18,,247
248,1,47,UOFM_QTE,C,13,33,,248
249,1,47,DATE_QUAL,C,14,46,,249
250,1,47,DATE,C,8,60,,250
251,1,47,DATE_QUAL2,C,14,68,,251
252,1,47,DATE2,C,8,82,,252
253,1,47,HEURE_1,C,8,90,,253
254,1,48,TYPEDESCRIPTION,C,12,18,,254
255,1,48,CODEEMBALLAGE,C,16,30,,255
256,1,48,CODEAGENCE,C,13,46,,256
257,1,48,CODEPACKDESC,C,18,59,,257
258,1,48,DESCRIPTIONPAQUET,C,80,77,,258
259,1,49,CODE_TYPE_TERME,C,13,18,,259
260,1,49,DEBUT_TERME,C,13,31,,260
261,1,49,POURCENTAGE_ESCOMPTE,C,6,44,,261
262,1,49,DATE_DUE_ESCOMPTE,C,8,50,,262
263,1,49,JOUR_DUE_ESCOMPTE,C,3,58,,263
264,1,49,DATE_DUE_NET,C,8,61,,264
265,1,49,JOUR_DUE_NET,C,3,69,,265
266,1,49,MONTANT_ESCOMPTE,C,10,72,,266
267,1,49,DESCRIPTION_TERME,C,80,82,,267
268,1,49,JOUR_DU_MOIS,C,2,162,,268
269,1,49,CODE_METHODE_PAIEMENT,C,13,164,,269
270,1,50,MAGASIN,M,80,18,,270
271,1,50,TYPE_CODE_MAGASIN,C,13,98,,271
272,1,50,QTE_DESTINATION,M,15,111,,272
273,1,50,UOFM_DESTINATION,M,13,126,,273
274,1,50,REFERENCESDQ,C,30,139,,274
275,1,51,TYPECOMMODITY,M,12,18,,275
276,1,51,COMMODITY,C,30,30,,276
277,1,52,TYPE_DATE,M,14,18,,277
278,1,52,DATE,C,8,32,,278
279,1,52,HEURE,C,8,40,,279
280,1,53,TYPE_IDENTITE,C,13,18,,280
281,1,53,IDENTITE,C,80,31,,281
282,1,53,NIVEAUSERVICE,C,13,111,,282
283,1,53,ROUTING,C,35,124,,283
284,1,53,METHODE_TRANSPORT,C,13,159,,284
285,1,53,STATUTCOMMANDE,C,13,172,,285
286,1,53,TYPELOCATION,C,13,185,,286
287,1,53,IDENTIFICATEURLOCATION,C,30,198,,287
288,1,53,CODESEQUENCEROUTING,C,13,228,,288
289,1,53,CODEECHANGEPALETTE,C,12,241,,289
290,1,53,CODECHARGEMENT,C,13,253,,290
291,1,53,COUNTRYCODE,C,3,266,,291
292,1,54,CONTACT_FONC_CODE,C,13,18,,292
293,1,54,NOM_CONTACT,C,60,31,,293
294,1,55,NO_COM_QUAL,C,13,18,,294
295,1,55,NO_COMMUNICATION,C,80,31,,295
296,1,56,REF_NUMBER_QUAL,C,14,18,,296
297,1,56,REF_NUMBER,C,30,32,,297
298,1,56,REF_DESCRIPTION,C,45,62,,298
299,1,57,MESSAGE,C,264,18,,299
300,1,57,MESSAGETYPE,C,2,282,,300
301,1,58,TYPE_NOM,M,14,18,,301
302,1,58,NOM,C,60,32,,302
303,1,58,TYPE_CODEIDNOM,C,13,92,,303
304,1,58,CODE_IDNOM,C,80,105,,304
305,1,59,NOM_SUPP,C,60,18,,305
306,1,60,ADRESSE,C,55,18,,306
307,1,61,VILLE,C,30,18,,307
308,1,61,PROVINCE,C,2,48,,308
309,1,61,CODE_POSTAL,C,15,50,,309
310,1,61,CODE_PAYS,C,3,65,,310
311,1,61,DESCRIPTION_PAYS,C,25,68,,311
312,1,62,TYPE_REFERENCE,M,14,18,,312
313,1,62,REFERENCE,C,30,32,,313
314,1,62,DESCRIPTION,C,80,62,,314
315,1,63,TYPEDESCRIPTION,C,12,18,,315
316,1,63,CODEEMBALLAGE,C,16,30,,316
317,1,63,CODEAGENCE,C,13,46,,317
318,1,63,CODEPACKDESC,C,18,59,,318
319,1,63,DESCRIPTIONPAQUET,C,80,77,,319
320,1,64,TYPECONTACTFONCN1,C,13,18,,320
321,1,64,NOMCONTACTN1,C,60,31,,321
322,1,65,TYPECOMMN1,C,13,18,,322
323,1,65,COMMN1,C,80,31,,323
324,1,66,TYPE_REFERENCE,M,14,18,,324
325,1,66,REFERENCE,C,30,32,,325
326,1,66,DESCRIPTION,C,80,62,,326
327,1,67,CODE_RELATION,C,12,18,,327
328,1,67,QTE_TOTALE,C,15,30,,328
329,1,67,UOFM,C,13,45,,329
330,1,67,PRIXUNITAIRE,C,17,58,,330
331,1,67,UOFM_PRIX,C,13,75,,331
332,1,67,NUMEROLIGNESOUSITEM,C,6,88,,332
333,1,68,TYPE_CODE_PRODUIT,C,13,18,,333
334,1,68,CODE_PRODUIT,C,48,31,,334
335,1,69,DESCRIPTION_ITEM,C,80,18,,335
336,1,69,CODECARACTERISTIQUE,C,14,98,,336
337,1,69,CODEDESCRIPTIONPRODUIT,C,12,112,,337
338,1,70,TYPEPRIX,C,14,18,,338
339,1,70,PRIX,C,17,32,,339
340,1,70,UOFM_PRIX,C,13,49,,340
341,1,70,CONDITION,C,10,62,,341
342,1,70,MULTIPLICATEUR_PRIX,C,2,72,,342
343,1,70,CODE_TYPE_COMMERCE,C,13,74,,343
344,1,70,QUANTITEPRIX,C,15,87,,344
345,1,70,UOFM_QTEPRIX,C,13,102,,345
346,1,71,PACK,C,6,18,,346
347,1,71,INNERPACK,C,6,24,,347
348,1,71,FORMAT,C,8,30,,348
349,1,71,UOFM_FORMAT,C,13,38,,349
350,1,71,CODEPAQUET,C,5,51,,350
351,1,71,POIDSPAQUET,C,9,56,,351
352,1,71,UOFM_POIDSPAQUET,C,13,65,,352
353,1,71,TYPEPOIDSPAQUET,C,13,78,,353
354,1,71,VOLUMEUNITAIRE,C,9,91,,354
355,1,71,UOFMVOLUME,C,13,100,,355
356,1,71,LONGUEUR,C,8,113,,356
357,1,71,LARGUEUR,C,8,121,,357
358,1,71,HAUTEUR,C,8,129,,358
359,1,71,UOFM_DIMENSIONS,C,13,137,,359
360,1,72,TYPE,C,12,18,,360
361,1,72,CODE,C,15,30,,361
362,1,72,QUALIFIER_AGENCE,C,2,45,,362
363,1,72,CODE_AGENCE,C,10,47,,363
364,1,72,MONTANT,C,15,57,,364
365,1,72,QUALIFIER_POURCENTAGE,C,1,72,,365
366,1,72,POURCENTAGE,C,6,73,,366
367,1,72,TAUX,C,9,79,,367
368,1,72,CODE_MANIPULATION,C,13,88,,368
369,1,72,IDENTITE_REFERENCE,C,30,101,,369
370,1,72,DESCRIPTION,C,80,131,,370
371,1,72,QUANTITE,C,15,211,,371
372,1,72,UOFM_QUANTITE,C,13,226,,372
373,1,72,QUALIFIER_POURCENTAGE2,C,12,239,,373
374,1,72,NUMEROOPTION,C,20,251,,374
375,1,73,TYPE_REFERENCE,M,14,18,,375
376,1,73,REFERENCE,C,30,32,,376
377,1,73,MESSAGE,C,80,62,,377
378,1,74,TYPEMONTANT,M,14,18,,378
379,1,74,MONTANT,C,18,32,,379
380,1,75,TYPE_REFERENCE,M,14,18,,380
381,1,75,REFERENCE,C,30,32,,381
382,1,75,DESCRIPTION,C,80,62,,382
