ExternalId,DocumentId,Segment ID,Name,Usage,Length,Start At,Description
56,3,9,UOFMMESURE,M,2,42,Measurement Value
57,3,9,TYPEMESURE,M,3,44,Composite Unit of Measure
58,3,10,TYPETAXE,M,2,20,Tax Type Code
59,3,10,MONTANTTAXE,M,18,22,Monetary Amount
60,3,10,POURCENTAGETAXE,M,10,40,Percent
61,3,10,CODEJURITAXE,O,10,10,Tax Jurisdiction Code
62,3,11,NBREUNITESLIVREES,O,10,20,Number of Units Shipped
63,3,11,UOFM_UNITESLIVREES,O,2,30,Unit or Basis for Measurement Code
64,3,11,POIDS,O,10,32,Weight
65,3,11,UOFM_POIDS,O,2,42,Unit or Basis for Measurement Code
66,3,11,VOLUME,O,8,44,Volume
67,3,11,UOFM_VOLUME,O,2,52,Unit or Basis for Measurement Code
68,3,11,NBREPALETTE3PARTIE,O,15,54,Quantity
69,3,11,POIDSPALETTE3PARTIE,O,10,69,Weight
70,3,11,NOTUSED,O,8,79,
71,3,11,QUALIFIANT DE POIDS,O,3,87,Measurement Qualifier
72,3,11,QUALIFIANTNBRUNITESLIVREES,O,3,90,Measurement Qualifier
73,3,12,NOMBRELIGNEITEM,O,6,20,Number of Line Items
74,3,12,NBREITEMSTOTAL,O,10,26,Hash Total
75,3,13,CONTACTFONCCODE,O,2,20,Contact Function Code
76,3,13,NOMCONTACT,O,60,22,Name
77,3,14,NOCOMQUAL,O,2,20,Communication Number Qualifier
78,3,14,NOCOMMUNICATION,O,80,22,Communication Number
79,3,15,TYPENOM,O,3,20,Entity Identifier Code
80,3,15,NOM,O,60,23,Name
81,3,15,TYPECODEIDNOM,O,3,83,Identification Code Qualifier
82,3,15,CODEIDNOM,O,50,86,Identification Code
83,3,16,NOM,O,60,20,Name
84,3,17,ADRESSE,O,55,20,Address Information
85,3,18,VILLE,O,30,20,City Name
86,3,18,ÉTAT / PROVINCE,O,2,50,State or Province Code
87,3,18,CODEPOSTAL,O,15,52,Postal Code
88,3,18,CODEPAYS,O,3,67,Country Code
89,3,18,DESCRIPTIONPAYS,O,25,70,Location Identifier
90,3,19,TYPEREFERENCE,O,3,20,Reference Identification Qualifier
91,3,19,REFERENCE,O,30,23,Reference Identification
92,3,20,CONTACTFONCCODE,O,2,20,Contact Function Code
93,3,20,NOMCONTACT,O,60,22,Name
94,3,21,NOCOMQUAL,O,2,20,Communication Number Qualifier
95,3,21,NOCOMMUNICATION,O,80,22,Communication Number
96,3,22,TYPEREFERENCE,O,3,20,Reference Identification Qualifier
97,3,22,REFERENCE,O,30,23,Reference Identification
98,3,22,DESCRIPTION,O,80,53,Free-form Description
99,3,22,DATE,O,8,133,Date
100,3,23,REFMESSAGE,O,264,20,Free-Form Message Text
101,3,24,QUANTITEFACTUREE,O,10,20,Quantity Invoiced
102,3,24,UOFM,O,2,30,Unit or Basis for Measurement Code
103,3,24,QUANTITECOMMANDEE,O,10,32,use for calculation if nécessary
104,3,24,PRIXVENTE,O,17,42,Unit Price
105,3,24,UOFMPRIXVENTE,O,2,59,Basis of Unit Price Code
106,3,24,QUANTITEDIFFERENCE,O,9,61,Quantity Difference
107,3,24,PACK,O,6,70,Pack
108,3,24,INNERPACK,O,6,76,Inner Pack
109,3,24,FORMAT,O,8,82,Size
110,3,24,UOFMFORMAT,O,2,90,Unit or Basis for Measurement Code
111,3,24,POIDSUNITAIRE,O,9,92,Gross Weight per Pack
112,3,24,UOFMPOIDS,O,2,101,Unit or Basis for Measurement Code
113,3,24,VOLUMEUNITAIRE,O,9,103,Gross Volume per Pack
114,3,24,UOFMVOLUME,O,2,112,Unit or Basis for Measurement Code
115,3,24,RAISONDIFFERENCE,O,2,114,Change Reason Code
116,3,24,PRIXETENDU,O,17,116,usage lost
117,3,24,AUTREQUANTITE,O,10,133,Number of Units Shipped
118,3,24,UOFM_AUTREQTE,O,2,143,Unit or Basis for Measurement Code
119,3,24,STATUTSHIPMENT,O,2,145,Shipment/Order Status Code
120,3,24,IDENTIFICATIONASSIGNER,O,20,147,ASSIGNED IDENTIFICATION
121,3,24,LONGEUR,O,8,167,Length
122,3,24,LARGEUR,O,8,175,Width
123,3,24,HAUTEUR,O,8,183,Height
124,3,24,TYPECODEMESURE,O,2,191,Unit or Basis for Measurement Code
125,3,25,TYPEQTY,O,2,20,Quantity Qualifier
126,3,25,QTY,O,15,22,Quantity
127,3,25,UOFMQTY,O,2,37,Composite Unit of Measure
128,3,25,MESSAGE,O,30,39,
129,3,26,CODEPRIX,O,3,20,Price Identifier Code
130,3,26,PRIX,O,17,23,Unit Price
131,3,26,QUANTITÉPRIX,O,15,40,Quantity
132,3,26,UOFM,O,2,55,Unit of Measure
133,3,26,TYPEMULTIPLICATEUR,O,3,57,Price Multiplier Qualifier
134,3,26,MULTIPLICATEUR,O,10,60,Multiplier
135,3,26,MONTANT,O,18,70,Monetary Amount
136,3,27,TYPEMONTANT,O,3,20,Amount Qualifier Code
137,3,27,MONTANT,O,18,23,Monetary Amount
138,3,27,TYPEPOURCENT,O,2,41,Percent Qualifier
139,3,27,POURCENT,O,10,43,Percent
140,3,28,TYPEMESURE,O,3,20,Measurement Qualifier
141,3,28,MESURE,O,20,23,Measurement Value
142,3,29,DESCRIPTIONITEM,O,80,20,Description
143,3,29,TYPEDESCRIPTION,O,1,100,Item Description Type
144,3,29,CODECARACTPRODUIT,O,3,101,Product/Process Characteristic Code
145,3,29,TYPECODEAGENCE,O,2,104,Agency Qualifier Code
146,3,29,CODEDESCPRODUIT,O,12,106,Product Description Code
147,3,30,TYPETAXE,O,2,20,Tax Type Code
148,3,30,MONTANTTAXE,O,18,22,Monetary Amount
149,3,30,POURCENTAGETAXE,O,10,40,Percent
150,3,30,CODEJURITAXE,O,10,50,Tax Jurisdiction Code
151,3,31,TYPECODETERME,O,2,20,Terms Type Code
152,3,31,CODEDATEBASETERME,O,2,22,Terms Basis Date Code
153,3,31,POURCENTAGETERME,O,6,24,Terms Discount Percent
154,3,31,DATEDUEESCOMPTE,O,8,30,Terms Discount Due Date
155,3,31,NBJOURNET,O,3,38,Terms Net Days
156,3,31,MONTANTESCOMPTE,O,10,41,Terms Discount Amount
157,3,31,DESCRIPTIONTERME,O,80,51,Description
158,3,31,DATENET,O,8,131,Terms Net Due Date
159,3,31,NBJOURESCOMPTE,O,3,139,Terms Discount Days Due
160,3,32,TYPECODEPRODUIT,O,2,20,Product/Service ID
161,3,32,CODEPRODUIT,O,48,22,Product/Service ID Qualifier
162,3,33,TYPEREFERENCE,O,3,20,Reference Identification Qualifier
163,3,33,REFERENCE,O,30,23,Reference Identification
164,3,33,DESCRIPTION,O,80,53,Description
165,3,34,MAGASIN,O,80,20,Identification Code
166,3,34,TYPE_CODE_MAGASIN,O,2,100,Identification Code Qualifier
167,3,34,QTE_DESTINATION,O,15,102,Quantity
168,3,34,UOFM_DESTINATION,O,2,117,Unit or Basis for Measurement Code
169,3,35,TYPEDATE,O,3,20,Date/Time Qualifier
170,3,35,DATE,O,8,23,Date
171,3,35,HEURE,O,8,31,Time
172,3,36,TYPETRANSP,O,2,20,Transportation Method/Type Code
173,3,36,SCAC,O,4,22,Standard Carrier Alpha Code
174,3,36,DESCTRANSP,O,35,26,Routing
175,3,36,TYPETRANSPREF,O,3,61,Reference Identification Qualifier
176,3,36,TRANSPREF,O,30,64,Reference Identification
177,3,37,TYPENOM,O,3,20,Entity Identifier Code
178,3,37,NOM,O,60,23,Name
179,3,37,TYPECODEIDNOM,O,3,83,Identification Code Qualifier
180,3,37,CODEIDNOM,O,50,86,Identification Code
181,3,38,ADRESSE,O,55,20,Address Information
182,3,39,VILLE,O,30,20,City Name
183,3,39,ÉTAT / PROVINCE,O,2,50,State or Province Code
184,3,39,CODEPOSTAL,O,15,52,Postal Code
185,3,39,CODEPAYS,O,3,67,Country Code
186,3,39,DESCRIPTIONPAYS,O,25,70,Location Identifier
187,3,40,TYPEALLOCATIONCHARGE,O,1,20,Allowance or Charge Indicator
188,3,40,CODEALLOCATIONCHARGE,O,4,21,"Service, Promotion, Allowance, or Charge Code"
189,3,40,MONTANTCHARGEALLOCATION,O,15,25,Amount
190,3,40,POURCENTALLOCATIONCHARGE,O,6,40,Percent
191,3,40,TAUXALLOCATIONCHARGE,O,9,46,Rate
192,3,40,QUANTITETAUX,O,15,55,Quantity
193,3,40,UNITEMESUREQTETAUX,O,2,70,Unit or Basis for Measurement Code
194,3,40,METHODEMAN,O,2,72,Allowance or Charge Method of Handling Code
195,3,40,DESCRIPTIONALLOCATIONCHARGE,O,80,74,Description
196,3,40,QUALIFIERPOURCENTAGE,O,1,154,Allowance/Charge Percent Qualifier
197,3,40,CODEREFERENCE,O,30,155,Reference Identification
198,3,40,CODEOPTION,O,20,185,Option Number
199,3,40,NUMEROALLOCATIONCHARGE,O,16,205,Allowance or Charge Number
200,3,40,NUMEROEXCEPTION,O,16,221,Exception Number
201,3,40,POURCENTBASEDOLLAR,O,9,237,Dollar Basis For Percent
202,3,41,TYPETAXE,O,2,20,Tax Type Code
203,3,41,MONTANTTAXE,O,18,22,Monetary Amount
204,3,41,POURCENTAGETAXE,O,10,40,Percent
205,3,41,CODEJURITAXE,O,10,10,Tax Jurisdiction Code
206,3,42,CODE_RELATION,O,1,20,Relationship Code
207,3,42,QTE_TOTALE,O,15,21,Quantity
208,3,42,UOFM,O,2,36,Unit or Basis for Measurement Code
209,3,43,TYPE_CODE_PRODUIT,O,2,20,Product/Service ID Qualifier
210,3,43,CODE_PRODUIT,O,48,22,Product/Service ID
211,3,44,TYPEALLOCATIONCHARGE,O,1,20,Allowance or Charge Indicator
212,3,44,CODEALLOCATIONCHARGE,O,4,21,"Service, Promotion, Allowance, or Charge Code"
213,3,44,MONTANTCHARGEALLOCATION,O,15,25,Amount
214,3,44,POURCENTALLOCATIONCHARGE,O,6,40,Percent
215,3,44,TAUXALLOCATIONCHARGE,O,9,46,Rate
216,3,44,QUANTITETAUX,O,15,55,Quantity
217,3,44,UNITEMESUREQTETAUX,O,2,70,Unit or Basis for Measurement Code
218,3,44,METHODEMAN,O,2,72,Allowance or Charge Method of Handling Code
219,3,44,DESCRIPTIONALLOCATIONCHARGE,O,80,74,Description
220,3,44,QUALIFIERPOURCENTAGE,O,1,154,Allowance/Charge Percent Qualifier
221,3,44,CODEREFERENCE,O,30,155,Reference Identification
222,3,44,CODEOPTION,O,20,185,Option Number
223,3,44,NUMEROALLOCATIONCHARGE,O,16,205,Allowance or Charge Number
224,3,44,NUMEROEXCEPTION,O,16,221,Exception Number
225,3,44,POURCENTBASEDOLLAR,O,9,237,Dollar Basis For Percent
226,3,45,TYPETAXE,O,2,20,Tax Type Code
227,3,45,MONTANTTAXE,O,18,22,Monetary Amount
228,3,45,POURCENTAGETAXE,O,10,40,Percent
229,3,45,CODEJURITAXE,O,10,50,Tax Jurisdiction Code
